128	1	20
129	2	107
130	0	108
130	1	3
131	0	109
131	1	3
132	0	8
132	1	79
133	2	79
134	0	86
134	1	79
135	0	10
135	1	49
136	0	110
136	1	49
137	0	40
137	1	49
138	0	10
138	1	79
139	2	111
140	2	112
141	0	113
141	1	49
142	2	114
143	0	36
143	1	115
144	0	8
144	1	115
145	2	116
146	0	117
146	1	37
147	0	118
147	1	37
148	0	119
148	1	58
149	0	21
149	1	82
150	2	120
151	0	6
151	1	120
152	0	121
152	1	120
153	0	19
153	1	120
154	0	39
154	1	120
155	0	122
155	1	120
156	0	123
156	1	49
157	2	124
158	2	125
159	0	10
159	1	44
160	0	126
160	1	44
161	0	86
161	1	20
162	0	127
162	1	20
163	0	6
163	1	57
164	2	128
165	0	6
165	1	129
166	2	130
167	0	6
167	1	131
168	2	132
169	0	6
169	1	133
170	0	119
170	1	20
171	0	86
171	1	134
172	0	8
172	1	134
173	0	135
173	1	134
174	0	136
174	1	106
175	2	137
176	0	72
176	1	52
177	2	138
178	2	139
179	2	140
180	0	2
180	1	141
181	0	142
181	1	141
182	2	143
183	0	6
183	1	144
184	0	145
184	1	144
185	0	146
185	1	144
186	0	21
186	1	144
187	0	6
187	1	106
188	0	147
188	1	106
189	0	148
189	1	20
190	0	8
190	1	59
191	2	134
192	0	84
192	1	149
193	0	13
193	1	149
194	2	150
195	0	151
195	1	152
196	0	6
196	1	152
197	0	63
197	1	82
198	0	6
198	1	82
199	0	36
199	1	134
200	2	153
201	0	6
201	1	134
202	0	154
202	1	155
203	0	8
203	1	155
204	0	10
204	1	155
205	0	156
205	1	155
206	0	127
206	1	157
207	0	6
207	1	157
208	0	84
208	1	157
209	2	158
210	0	123
210	1	28
211	0	88
211	1	159
212	0	101
212	1	159
213	2	160
214	0	161
214	1	20
215	2	162
216	0	36
216	1	49
217	2	163
218	2	164
219	2	165
220	2	69
221	2	166
222	2	167
223	0	36
223	1	82
224	2	168
225	0	6
225	1	114
226	0	36
226	1	120
227	0	169
227	1	170
228	2	171
229	2	172
230	2	173
231	0	13
231	1	23
232	2	174
233	0	175
233	1	16
234	0	36
234	1	16
235	0	36
235	1	3
236	2	176
237	0	6
237	1	177
238	2	178
239	0	36
239	1	179
240	2	115
241	0	180
241	1	115
242	0	181
242	1	115
243	2	182
244	0	6
244	1	183
245	0	6
245	1	170
246	0	36
246	1	170
247	2	184
248	0	6
248	1	185
249	2	186
250	2	187
251	2	188
252	2	189
253	0	19
253	1	190
254	2	191
255	2	192
256	2	193
257	0	122
257	1	28
258	0	6
258	1	28
259	0	19
259	1	179
260	2	179
261	2	194
262	2	195
263	0	6
263	1	116
264	0	72
264	1	196
265	2	196
266	2	197
267	0	175
267	1	177
268	0	110
268	1	177
269	2	198
270	2	199
271	0	19
271	1	200
272	0	36
272	1	200
273	0	201
273	1	202
274	0	36
274	1	202
275	2	203
276	2	204
277	0	205
277	1	58
278	2	206
279	2	207
280	0	208
280	1	20
281	2	209
282	2	210
283	2	211
284	2	212
285	2	213
286	0	63
286	1	58
287	2	214
288	2	215
289	0	6
289	1	216
290	0	10
290	1	172
291	0	217
291	1	172
292	0	10
292	1	59
293	0	6
293	1	218
294	0	19
294	1	49
295	2	219
296	0	6
296	1	155
297	2	220
298	2	221
299	0	8
299	1	28
300	0	63
300	1	28
301	0	145
301	1	16
302	2	222
303	0	127
303	1	143
304	2	223
305	2	224
306	2	225
307	2	226
308	0	26
308	1	57
309	0	146
309	1	82
310	2	227
311	0	228
311	1	20
312	2	229
313	0	6
313	1	200
314	0	117
314	1	230
315	2	231
316	0	36
316	1	230
317	0	180
317	1	20
318	0	83
318	1	28
319	2	232
320	2	233
321	2	234
322	2	131
323	2	235
324	0	36
324	1	58
325	0	236
325	1	16
326	2	237
327	2	238
328	0	239
328	1	11
329	0	72
329	1	11
330	0	147
330	1	157
331	0	10
331	1	157
332	2	240
333	0	8
333	1	241
334	0	6
334	1	115
335	0	40
335	1	120
336	0	6
336	1	143
337	0	242
337	1	143
338	0	119
338	1	49
339	2	230
340	0	243
340	1	230
341	0	236
341	1	230
342	2	244
343	0	6
343	1	241
344	0	63
344	1	37
345	0	63
345	1	59
346	2	245
347	2	246
348	0	8
348	1	230
349	0	6
349	1	79
350	0	36
350	1	79
351	0	247
351	1	196
352	2	248
353	0	10
353	1	196
354	0	24
354	1	196
355	0	117
355	1	241
356	0	6
356	1	249
357	0	250
357	1	249
358	0	10
358	1	249
359	0	251
359	1	249
360	0	19
360	1	249
361	0	228
361	1	249
362	0	252
362	1	249
363	2	253
364	0	126
364	1	196
365	2	254
366	2	255
367	2	67
368	0	19
368	1	111
369	2	256
370	0	146
370	1	257
371	0	19
371	1	82
372	0	39
372	1	177
373	0	19
373	1	59
374	0	6
374	1	165
375	0	10
375	1	165
376	0	258
376	1	20
377	0	259
377	1	20
378	2	260
379	0	6
379	1	261
380	2	262
381	0	263
381	1	20
382	0	146
382	1	20
383	2	264
384	0	265
384	1	20
385	2	266
386	0	117
386	1	57
387	0	117
387	1	20
388	0	39
388	1	179
389	2	267
390	0	108
390	1	20
391	0	26
391	1	20
392	0	268
392	1	20
393	0	217
393	1	20
394	0	269
394	1	20
395	0	78
395	1	20
396	0	270
396	1	20
397	2	271
398	0	151
398	1	11
399	2	272
400	0	273
400	1	20
401	0	135
401	1	20
402	2	274
403	2	275
404	2	276
405	2	277
406	0	243
406	1	20
407	0	250
407	1	20
408	0	6
408	1	95
409	0	278
409	1	20
410	0	250
410	1	59
411	2	279
412	2	280
413	2	281
414	0	8
414	1	20
415	2	282
416	0	283
416	1	20
417	0	284
417	1	20
418	0	4
418	1	285
419	0	286
419	1	285
420	2	287
421	0	288
421	1	289
422	2	290
423	2	291
424	2	292
425	2	293
426	2	294
427	2	295
428	2	296
429	2	297
430	0	19
430	1	43
431	0	6
431	1	196
432	2	298
433	0	36
433	1	43
434	2	299
435	2	300
436	0	8
436	1	49
437	0	36
437	1	23
438	0	88
438	1	23
439	0	127
439	1	106
440	0	121
440	1	106
441	0	181
441	1	144
442	2	301
443	0	302
443	1	20
444	2	303
445	0	151
445	1	20
446	0	304
446	1	20
447	0	305
447	1	44
448	0	8
448	1	257
449	0	6
449	1	257
450	0	119
450	1	257
451	2	257
452	0	306
452	1	20
453	0	307
453	1	20
454	0	110
454	1	20
455	0	145
455	1	20
456	2	308
457	0	161
457	1	196
458	2	309
459	0	6
459	1	309
460	2	9
461	0	88
461	1	309
462	0	10
462	1	9
463	0	10
463	1	309
464	0	26
464	1	309
465	0	72
465	1	309
466	0	19
466	1	309
467	0	136
467	1	309
468	0	145
468	1	309
469	2	310
470	2	311
471	0	36
471	1	309
472	0	72
472	1	49
473	2	312
474	0	19
474	1	44
475	0	145
475	1	44
476	2	313
477	0	88
477	1	20
478	0	314
478	1	20
479	0	315
479	1	20
480	2	316
481	2	317
482	2	318
483	0	135
483	1	319
484	2	320
485	0	236
485	1	20
486	2	321
487	2	322
488	0	136
488	1	323
489	0	6
489	1	324
490	0	325
490	1	49
491	0	36
491	1	165
492	2	326
493	2	327
494	0	180
494	1	144
495	2	328
496	2	329
497	0	243
497	1	249
498	2	330
499	0	208
499	1	58
500	0	39
500	1	58
501	0	145
501	1	58
502	0	331
502	1	58
503	0	243
503	1	58
504	2	332
505	2	333
506	0	334
506	1	82
507	2	335
508	2	336
509	0	6
509	1	336
510	2	337
511	2	338
512	2	339
513	2	340
514	0	10
514	1	3
515	0	10
515	1	45
516	0	26
516	1	45
517	0	2
517	1	45
518	0	72
518	1	45
519	2	341
520	0	36
520	1	45
521	0	4
521	1	44
522	0	13
522	1	45
523	0	252
523	1	11
524	2	11
525	0	127
525	1	11
526	0	26
526	1	11
527	0	21
527	1	45
528	2	342
529	0	6
529	1	45
530	2	343
531	0	344
531	1	345
532	2	346
533	0	88
533	1	345
534	2	345
535	2	347
536	2	348
537	0	6
537	1	179
538	0	27
538	1	323
539	0	10
539	1	323
540	2	349
541	2	350
542	0	117
542	1	3
543	0	351
543	1	3
544	0	145
544	1	196
545	0	19
545	1	196
546	2	152
547	2	352
548	0	8
548	1	106
549	0	353
549	1	173
550	0	353
550	1	106
551	0	146
551	1	106
552	0	21
552	1	106
553	0	354
553	1	16
554	0	126
554	1	16
555	0	136
555	1	44
556	2	355
557	0	101
557	1	257
558	0	86
558	1	82
559	2	356
560	0	4
560	1	357
561	0	305
561	1	3
562	0	26
562	1	195
563	0	10
563	1	195
564	0	6
564	1	195
565	0	2
565	1	20
566	0	358
566	1	37
567	2	359
568	0	36
568	1	106
569	0	236
569	1	172
570	0	117
570	1	172
571	0	127
571	1	173
572	2	360
573	2	361
574	0	24
574	1	20
575	0	72
575	1	16
576	0	353
576	1	3
577	2	362
578	0	205
578	1	106
579	0	10
579	1	106
580	0	363
580	1	364
581	2	364
582	0	24
582	1	365
583	2	366
584	0	86
584	1	367
585	2	368
586	2	369
587	2	370
588	0	371
588	1	20
589	0	10
589	1	95
590	2	372
591	2	373
592	2	374
593	2	375
594	0	331
594	1	165
595	2	376
596	2	377
597	0	306
597	1	58
598	2	378
599	2	379
600	2	380
601	2	381
602	2	382
603	2	383
604	2	384
605	0	385
605	1	116
606	0	10
606	1	116
607	0	101
607	1	116
608	0	13
608	1	20
609	2	386
610	2	387
611	2	388
612	2	389
613	2	390
614	0	68
614	1	70
615	2	391
616	0	175
616	1	106
617	2	392
618	0	19
618	1	106
619	0	393
619	1	106
620	0	101
620	1	106
621	0	24
621	1	106
622	2	394
623	0	395
623	1	106
624	0	396
624	1	106
625	0	397
625	1	106
626	2	398
627	2	399
628	0	119
628	1	37
629	0	26
629	1	44
630	2	400
631	2	401
632	2	402
633	0	13
633	1	3
634	2	403
635	2	404
636	2	405
637	0	63
637	1	106
638	2	406
639	2	407
640	0	63
640	1	125
641	2	408
642	0	63
642	1	23
643	2	409
644	0	4
644	1	37
645	2	410
646	2	411
647	2	412
648	0	36
648	1	413
649	2	414
650	0	123
650	1	413
651	0	26
651	1	49
652	0	21
652	1	415
653	2	416
654	0	417
654	1	3
655	0	19
655	1	3
656	2	418
657	0	419
657	1	28
658	0	108
658	1	106
659	0	10
659	1	31
660	0	6
660	1	31
661	2	157
662	2	420
663	2	421
664	0	6
664	1	58
665	0	136
665	1	82
666	0	2
666	1	28
667	2	422
668	0	423
668	1	157
669	0	424
669	1	116
670	0	27
670	1	49
671	0	4
671	1	425
672	2	425
673	0	84
673	1	49
674	0	36
674	1	426
675	0	6
675	1	426
676	0	243
676	1	426
677	0	13
677	1	426
678	0	427
678	1	200
679	0	88
679	1	200
680	0	428
680	1	200
681	2	429
682	2	430
683	0	119
683	1	55
684	0	6
684	1	55
685	2	431
686	0	19
686	1	432
687	2	433
688	2	434
689	0	26
689	1	230
690	2	435
691	0	145
691	1	378
692	2	436
693	0	437
693	1	106
694	0	6
694	1	323
695	2	438
696	0	151
696	1	49
697	0	101
697	1	49
698	0	8
698	1	11
699	0	13
699	1	120
700	0	439
700	1	20
701	2	440
702	2	441
703	0	236
703	1	58
704	2	442
705	0	36
705	1	59
706	0	26
706	1	157
707	0	443
707	1	157
708	2	444
709	2	445
710	0	27
710	1	3
711	2	446
712	0	6
712	1	447
713	2	448
714	0	449
714	1	106
715	2	450
716	0	6
716	1	197
717	2	451
718	2	452
719	2	249
720	0	63
720	1	43
721	0	270
721	1	309
722	2	453
723	0	119
723	1	1
724	0	72
724	1	1
725	0	10
725	1	58
726	2	454
727	2	455
728	0	101
728	1	323
729	2	456
730	0	334
730	1	323
731	0	123
731	1	115
732	2	457
733	0	135
733	1	106
734	0	2
734	1	106
735	2	289
736	0	458
736	1	289
737	0	459
737	1	82
738	0	154
738	1	49
739	0	460
739	1	49
740	2	461
741	0	8
741	1	179
742	2	462
743	0	19
743	1	95
744	0	119
744	1	95
745	2	463
746	0	36
746	1	365
747	0	36
747	1	432
748	2	464
749	0	6
749	1	418
750	0	19
750	1	418
751	2	465
752	2	466
753	2	467
754	0	6
754	1	364
755	2	468
756	0	306
756	1	3
757	0	181
757	1	134
758	0	145
758	1	98
759	0	135
759	1	185
760	0	19
760	1	79
761	2	469
762	2	470
763	0	86
763	1	3
764	0	471
764	1	157
765	0	472
765	1	20
766	2	473
767	2	474
768	2	475
769	2	476
770	0	477
770	1	134
771	2	478
772	0	228
772	1	82
773	0	84
773	1	134
774	0	13
774	1	134
775	0	145
775	1	49
776	0	358
776	1	367
777	0	156
777	1	143
778	0	136
778	1	172
779	0	6
779	1	172
780	2	479
781	2	155
782	2	73
783	2	480
784	2	481
785	2	482
786	2	483
787	2	484
788	0	63
788	1	179
789	2	485
790	2	486
791	0	6
791	1	487
792	0	119
792	1	487
793	2	488
794	0	489
794	1	59
795	2	490
796	2	491
797	0	492
797	1	172
798	2	493
799	0	494
799	1	495
800	2	496
801	0	136
801	1	49
802	2	323
803	0	307
803	1	413
804	0	315
804	1	413
805	0	148
805	1	196
806	0	72
806	1	323
807	0	6
807	1	289
808	0	181
808	1	289
809	0	72
809	1	289
810	0	36
810	1	289
811	2	497
812	0	10
812	1	498
813	0	6
813	1	498
814	2	499
815	0	10
815	1	115
816	0	101
816	1	115
817	0	146
817	1	230
818	0	109
818	1	143
819	0	145
819	1	143
820	0	268
820	1	106
821	2	500
822	2	501
823	2	502
824	0	4
824	1	49
825	2	503
826	0	86
826	1	32
827	0	68
827	1	367
828	0	145
828	1	504
829	2	504
830	0	505
830	1	49
831	0	6
831	1	69
832	2	506
833	0	36
833	1	69
834	0	145
834	1	69
835	0	236
835	1	69
836	2	507
837	2	508
838	2	159
839	0	19
839	1	20
840	0	68
840	1	120
841	0	84
841	1	323
842	2	509
843	2	510
844	0	6
844	1	405
845	0	10
845	1	405
846	0	123
846	1	476
847	2	447
848	0	6
848	1	1
849	2	365
850	2	511
851	2	512
852	2	513
853	0	68
853	1	170
854	0	242
854	1	504
855	0	242
855	1	380
856	0	40
856	1	196
857	0	145
857	1	514
858	2	514
859	0	344
859	1	216
860	0	147
860	1	216
861	0	371
861	1	515
862	0	146
862	1	200
863	2	516
864	0	517
864	1	23
865	0	518
865	1	23
866	0	205
866	1	20
867	0	72
867	1	177
868	0	146
868	1	177
869	0	151
869	1	55
870	0	117
870	1	323
871	0	135
871	1	323
872	0	119
872	1	323
873	2	519
874	0	119
874	1	289
875	0	520
875	1	289
876	0	136
876	1	155
877	0	119
877	1	155
878	2	521
879	0	26
879	1	52
880	2	522
881	0	27
881	1	172
882	2	523
883	0	39
883	1	115
884	0	40
884	1	230
885	0	60
885	1	111
886	2	524
887	0	19
887	1	52
888	0	161
888	1	52
889	2	525
890	0	269
890	1	323
891	2	526
892	0	26
892	1	120
893	0	2
893	1	16
894	2	527
895	0	528
895	1	16
896	0	529
896	1	16
897	2	200
898	0	530
898	1	200
899	0	10
899	1	531
900	0	270
900	1	531
901	0	6
901	1	531
902	2	532
903	0	136
903	1	495
904	0	101
904	1	59
905	2	533
906	2	534
907	0	101
907	1	157
908	0	535
908	1	157
909	2	536
910	2	537
911	0	180
911	1	134
912	0	68
912	1	134
913	0	538
913	1	196
914	0	273
914	1	196
915	2	539
916	2	540
917	0	21
917	1	49
918	0	208
918	1	49
919	2	541
920	2	357
921	2	542
922	0	145
922	1	476
923	0	395
923	1	476
924	2	543
925	0	10
925	1	120
926	0	135
926	1	120
927	2	544
928	0	21
928	1	16
929	0	331
929	1	249
930	0	136
930	1	249
931	2	545
932	2	546
933	0	63
933	1	31
934	0	443
934	1	547
935	0	6
935	1	547
936	0	548
936	1	1
937	0	19
937	1	495
938	0	549
938	1	495
939	0	36
939	1	95
940	0	135
940	1	95
941	0	86
941	1	106
942	0	24
942	1	49
943	0	39
943	1	254
944	0	6
944	1	495
945	0	2
945	1	172
946	0	437
946	1	230
947	0	6
947	1	230
948	2	550
949	0	8
949	1	43
950	2	551
951	2	552
952	0	505
952	1	20
953	0	25
953	1	20
954	2	553
955	2	554
956	2	555
957	2	556
958	2	557
959	0	136
959	1	20
960	2	558
961	0	559
961	1	20
962	0	396
962	1	20
963	2	560
964	2	561
965	0	562
965	1	20
966	2	563
967	2	319
968	2	564
969	0	243
969	1	495
970	2	565
971	2	566
972	0	19
972	1	165
973	0	567
973	1	568
974	0	535
974	1	568
975	0	145
975	1	134
976	0	569
976	1	134
977	2	568
978	0	331
978	1	568
979	0	6
979	1	568
980	0	208
980	1	568
981	0	570
981	1	571
982	0	572
982	1	573
983	2	574
984	0	68
984	1	82
985	0	8
985	1	568
986	0	6
986	1	291
987	0	135
987	1	43
988	2	573
989	0	6
989	1	571
990	2	575
991	0	146
991	1	52
992	0	13
992	1	143
993	0	151
993	1	195
994	0	83
994	1	195
995	0	424
995	1	195
996	0	108
996	1	323
997	0	36
997	1	550
998	2	576
999	2	577
1000	2	578
1001	2	579
1002	0	78
1002	1	16
1003	0	146
1003	1	16
1004	0	146
1004	1	196
1005	0	119
1005	1	143
1006	0	393
1006	1	143
1007	0	580
1007	1	52
1008	2	581
1009	0	119
1009	1	59
1010	0	151
1010	1	23
1011	0	83
1011	1	23
1012	0	424
1012	1	23
1013	2	582
1014	2	583
1015	0	10
1015	1	66
1016	0	19
1016	1	66
1017	2	584
1018	2	585
1019	2	56
1020	0	424
1020	1	20
1021	2	586
1022	2	587
1023	2	588
1024	0	208
1024	1	57
1025	0	305
1025	1	20
1026	0	136
1026	1	196
1027	0	243
1027	1	309
1028	0	505
1028	1	309
1029	0	307
1029	1	309
1030	0	10
1030	1	487
1031	0	26
1031	1	487
1032	2	589
1033	2	590
1034	0	181
1034	1	20
1035	2	591
1036	0	592
1036	1	20
1037	0	593
1037	1	20
1038	0	371
1038	1	486
1039	2	594
1040	2	595
1041	0	549
1041	1	20
1042	2	596
1043	0	331
1043	1	20
1044	2	597
1045	2	598
1046	2	599
1047	0	88
1047	1	177
1048	0	208
1048	1	177
1049	0	26
1049	1	106
1050	0	472
1050	1	345
1051	0	6
1051	1	345
1052	0	24
1052	1	389
1053	0	19
1053	1	389
1054	0	63
1054	1	249
1055	0	600
1055	1	44
1056	2	601
1057	0	36
1057	1	257
1058	2	602
1059	2	603
1060	2	604
1061	0	8
1061	1	82
1062	0	572
1062	1	387
1063	2	605
1064	0	250
1064	1	116
1065	0	101
1065	1	195
1066	2	606
1067	0	101
1067	1	16
1068	0	472
1068	1	16
1069	2	607
1070	0	36
1070	1	11
1071	0	608
1071	1	11
1072	0	110
1072	1	11
1073	0	270
1073	1	11
1074	0	119
1074	1	11
1075	2	609
1076	2	610
1077	2	611
1078	0	36
1078	1	345
1079	2	612
1080	2	613
1081	2	614
1082	2	615
1083	0	472
1083	1	195
1084	0	616
1084	1	49
1085	0	617
1085	1	106
1086	2	618
1087	0	228
1087	1	106
1088	2	619
1089	2	367
1090	0	620
1090	1	179
1091	0	38
1091	1	179
1092	0	2
1092	1	49
1093	0	19
1093	1	28
1094	0	334
1094	1	28
1095	0	2
1095	1	23
1096	0	101
1096	1	23
1097	2	621
1098	2	622
1099	0	63
1099	1	165
1100	0	119
1100	1	309
1101	2	623
1102	0	145
1102	1	106
1103	0	10
1103	1	23
1104	0	72
1104	1	23
1105	2	624
1106	0	119
1106	1	179
1107	0	83
1107	1	179
1108	0	151
1108	1	418
1109	0	148
1109	1	418
1110	2	625
1111	0	36
1111	1	626
1112	0	627
1112	1	115
1113	0	628
1113	1	43
1114	2	629
1115	0	83
1115	1	44
1116	2	630
1117	2	631
1118	0	632
1118	1	44
1119	2	633
1120	0	36
1120	1	64
1121	2	634
1122	2	635
1123	0	636
1123	1	20
1124	0	2
1124	1	413
1125	2	637
1126	0	6
1126	1	413
1127	2	638
1128	2	639
1129	0	154
1129	1	106
1130	0	88
1130	1	106
1131	0	119
1131	1	23
1132	2	640
1133	0	127
1133	1	69
1134	0	26
1134	1	69
1135	0	528
1135	1	249
1136	0	19
1136	1	37
1137	0	6
1137	1	52
1138	2	177
1139	0	10
1139	1	177
1140	0	101
1140	1	177
1141	2	641
1142	0	19
1142	1	241
1143	0	119
1143	1	79
1144	2	642
1145	0	600
1145	1	104
1146	0	2
1146	1	104
1147	0	51
1147	1	200
1148	0	84
1148	1	200
1149	2	643
1150	0	10
1150	1	644
1151	0	6
1151	1	644
1152	0	72
1152	1	106
1153	0	8
1153	1	309
1154	0	26
1154	1	134
1155	0	307
1155	1	177
1156	0	2
1156	1	216
1157	2	645
1158	2	646
1159	0	288
1159	1	106
1160	0	417
1160	1	106
1161	0	331
1161	1	106
1162	2	647
1163	0	10
1163	1	143
1164	2	648
1165	2	649
1166	0	396
1166	1	378
1167	0	650
1167	1	200
1168	0	101
1168	1	200
1169	2	651
1170	2	652
1171	2	653
1172	0	36
1172	1	644
1173	0	654
1173	1	43
1174	2	655
1175	0	208
1175	1	16
1176	2	656
1177	0	8
1177	1	480
1178	0	657
1178	1	95
1179	2	658
1180	0	459
1180	1	11
1181	0	273
1181	1	11
1182	0	659
1182	1	11
1183	2	660
1184	0	661
1184	1	11
1185	0	109
1185	1	405
1186	2	662
1187	0	181
1187	1	663
1188	0	217
1188	1	512
1189	2	664
1190	0	180
1190	1	665
1191	0	6
1191	1	665
1192	0	68
1192	1	665
1193	2	665
1194	2	666
1195	2	667
1196	2	183
1197	0	63
1197	1	413
1198	2	668
1199	0	39
1199	1	37
1200	2	669
1201	0	10
1201	1	512
1202	0	670
1202	1	20
1203	2	671
1204	2	672
1205	2	673
1206	0	284
1206	1	413
1207	2	674
1208	0	6
1208	1	480
1209	2	675
1210	2	676
1211	2	677
1212	2	678
1213	2	679
1214	0	27
1214	1	59
1215	2	680
1216	2	681
1217	0	682
1217	1	9
1218	2	683
1219	0	6
1219	1	476
1220	0	148
1220	1	291
1221	0	315
1221	1	291
1222	0	305
1222	1	106
1223	0	72
1223	1	200
1224	0	26
1224	1	405
1225	0	136
1225	1	512
1226	2	684
1227	2	685
1228	2	686
1229	0	36
1229	1	323
1230	0	36
1230	1	197
1231	0	21
1231	1	197
1232	2	687
1233	2	688
1234	0	63
1234	1	143
1235	2	689
1236	0	353
1236	1	134
1237	0	117
1237	1	380
1238	0	19
1238	1	380
1239	0	21
1239	1	57
1240	2	690
1241	0	51
1241	1	20
1242	0	21
1242	1	59
1243	2	691
1244	0	36
1244	1	512
1245	0	154
1245	1	364
1246	2	692
1247	0	693
1247	1	70
1248	0	86
1248	1	70
1249	2	694
1250	0	559
1250	1	106
1251	2	695
1252	0	119
1252	1	106
1253	0	151
1253	1	696
1254	0	6
1254	1	696
1255	2	415
1256	0	36
1256	1	415
1257	2	697
1258	0	85
1258	1	568
1259	2	698
1260	2	699
1261	0	84
1261	1	106
1262	0	10
1262	1	141
1263	0	6
1263	1	141
1264	2	700
1265	0	701
1265	1	115
1266	0	19
1266	1	412
1267	2	702
1268	2	703
1269	2	704
1270	0	40
1270	1	69
1271	2	705
1272	0	145
1272	1	165
1273	2	706
1274	0	8
1274	1	165
1275	0	307
1275	1	57
1276	0	88
1276	1	57
1277	0	6
1277	1	512
1278	0	205
1278	1	512
1279	0	63
1279	1	20
1280	0	86
1280	1	157
1281	2	707
1282	2	708
1283	2	547
1284	0	148
1284	1	708
1285	0	6
1285	1	708
1286	0	145
1286	1	708
1287	0	40
1287	1	179
1288	0	136
1288	1	179
1289	0	472
1289	1	57
1290	2	709
1291	2	710
1292	2	711
1293	2	712
1294	0	8
1294	1	23
1295	0	72
1295	1	531
1296	2	713
1297	2	714
1298	0	63
1298	1	115
1299	2	715
1300	2	716
1301	0	4
1301	1	323
1302	0	717
1302	1	512
1303	0	718
1303	1	512
1304	2	719
1305	2	720
1306	0	101
1306	1	28
1307	2	721
1308	0	119
1308	1	230
1309	2	722
1310	0	24
1310	1	230
1311	2	723
1312	2	724
1313	0	10
1313	1	571
1314	0	101
1314	1	324
1315	0	208
1315	1	324
1316	2	725
1317	0	88
1317	1	165
1318	0	315
1318	1	45
1319	0	726
1319	1	55
1320	0	36
1320	1	55
1321	2	727
1322	0	10
1322	1	728
1323	0	2
1323	1	59
1324	0	145
1324	1	218
1325	2	729
1326	0	10
1326	1	345
1327	0	427
1327	1	196
1328	0	2
1328	1	183
1329	2	730
1330	2	731
1331	0	2
1331	1	58
1332	0	161
1332	1	387
1333	2	732
1334	0	8
1334	1	733
1335	0	68
1335	1	173
1336	0	63
1336	1	568
1337	2	734
1338	2	735
1339	2	141
1340	0	6
1340	1	374
1341	0	148
1341	1	380
1342	0	36
1342	1	380
1343	0	268
1343	1	380
1344	0	2
1344	1	365
1345	0	101
1345	1	365
1346	0	736
1346	1	16
1347	2	737
1348	0	569
1348	1	67
1349	0	72
1349	1	67
1350	2	738
1351	0	243
1351	1	57
1352	0	36
1352	1	480
1353	2	739
1354	2	663
1355	0	6
1355	1	37
1356	0	559
1356	1	52
1357	0	60
1357	1	28
1358	0	151
1358	1	28
1359	2	740
1360	0	119
1360	1	324
1361	0	88
1361	1	324
1362	2	741
1363	2	742
1364	0	36
1364	1	418
1365	2	743
1366	0	250
1366	1	568
1367	2	744
1368	0	40
1368	1	170
1369	0	682
1369	1	170
1370	0	146
1370	1	172
1371	0	51
1371	1	479
1372	0	19
1372	1	170
1373	0	24
1373	1	745
1374	0	284
1374	1	745
1375	0	459
1375	1	644
1376	0	117
1376	1	644
1377	0	119
1377	1	413
1378	0	145
1378	1	323
1379	0	63
1379	1	323
1380	0	88
1380	1	568
1381	0	273
1381	1	547
1382	2	746
1383	0	6
1383	1	94
1384	0	36
1384	1	94
1385	0	145
1385	1	170
1386	0	242
1386	1	144
1387	2	144
1388	2	747
